Complex,SPRmlF,SPRF,SPRml,SPRuv
C1,,,0.751,0.04477608
C1,,,0.752,0.04579105
C1,,,0.753,0.05259907
C1,,,0.754,0.05082516
C1,,,0.755,0.03959331
C1,,,0.755,0.02940795
C1,,,0.756,0.02501513
C1,,,0.757,0.03625287
C1,,,0.758,0.061973
C1,,,0.759,0.06104241
C1,,,0.76,0.03503368
C1,,,0.76,0.03414796
C1,,,0.761,0.05099346
C1,,,0.762,0.05627804
C1,,,0.763,0.05568681
C1,,,0.764,0.05416465
C1,,,0.765,0.04369558
C1,,,0.765,0.02818188
C1,,,0.766,0.03442143
C1,,,0.767,0.05038493
C1,,,0.768,0.04263515
C1,,,0.769,0.02126347
C1,,,0.77,0.01395187
C1,,,0.77,0.01825053
C1,,,0.771,0.02995867
C1,,,0.772,0.04320977
C1,,,0.773,0.02639473
C1,,,0.774,0.01231268
C1,,,0.775,0.02362858
C1,,,0.775,0.01507444
C1,,,0.776,0.0045622
C1,,,0.777,0.01359679
C1,,,0.778,0.01512749
C1,,,0.779,0.02252622
C1,,,0.78,0.02294391
C1,,,0.78,0.008385044
C1,,,0.781,0.03060217
C1,,,0.782,0.05778851
C1,,,0.783,0.04962609
C1,,,0.784,0.03382567
C1,,,0.785,0.01921765
C1,,,0.785,0.02047072
C1,,,0.786,0.03955034
C1,,,0.787,0.03940035
C1,,,0.788,0.0270341
C1,,,0.789,0.0288508
C1,,,0.79,0.02889406
C1,,,0.79,0.03705718
C1,,,0.791,0.06202508
C1,,,0.792,0.06301581
C1,,,0.793,0.05432777
C1,,,0.794,0.06942107
C1,,,0.795,0.06902453
C1,,,0.795,0.03244823
C1,,,0.796,0.002440008
C1,,,0.797,0.0119859
C1,,,0.798,0.05000225
C1,,,0.799,0.06878871
C1,,,0.8,0.06093782
C1,,,0.8,0.05599474
C1,,,0.801,0.03498986
C1,,,0.802,0.04009037
C1,,,0.803,0.06297665
C1,,,0.804,0.03282341
C1,,,0.805,0.02422347
C1,,,0.805,0.0426835
C1,,,0.806,0.04401949
C1,,,0.807,0.04383182
C1,,,0.808,0.04306412
C1,,,0.809,0.02338043
C1,,,0.81,0.02126606
C1,,,0.81,0.03093738
C1,,,0.811,0.03571547
C1,,,0.812,0.03719918
C1,,,0.813,0.02219979
C1,,,0.814,0.0166235
C1,,,0.815,0.01369233
C1,,,0.815,-0.005390163
C1,,,0.816,-0.00059839
C1,,,0.817,0.02350995
C1,,,0.818,0.03194548
C1,,,0.819,0.04809179
C1,,,0.82,0.06644075
C1,,,0.82,0.05298094
C1,,,0.821,0.0209945
C1,,,0.822,0.0168217
C1,,,0.823,0.02226852
C1,,,0.824,0.01010769
C1,,,0.825,0.009739109
C1,,,0.825,0.02067607
C1,,,0.826,0.0198038
C1,,,0.827,0.006310324
C1,,,0.828,-0.000362628
C1,,,0.829,0.001620458
C1,,,0.83,-0.006535682
C1,,,0.83,-0.003033344
C1,,,0.831,0.01316644
C1,,,0.832,0.01791875
C1,,,0.833,0.03077187
C1,,,0.834,0.04788424
C1,,,0.834,0.03841957
C1,,,0.835,0.008426933
C1,,,0.836,-0.01148468
C1,,,0.837,-0.002399763
C1,,,0.838,0.02009307
C1,,,0.839,0.02259374
C1,,,0.839,0.01527571
C1,,,0.84,0.006121572
C1,,,0.841,0.002917351
C1,,,0.842,0.008583069
C1,,,0.843,-0.004963658
C1,,,0.844,-0.01346023
C1,,,0.844,-0.0134091
C1,,,0.845,-0.008384877
C1,,,0.846,0.01632893
C1,,,0.847,0.02669017
C1,,,0.848,0.01417323
C1,,,0.849,0.01218779
C1,,,0.849,0.01952462
C1,,,0.85,0.0153762
C1,,,0.851,0.01050902
C1,,,0.852,0.01047058
C1,,,0.853,0.02187097
C1,,,0.854,0.03353309
C1,,,0.854,0.02151923
C1,,,0.855,0.0133965
C1,,,0.856,0.02406159
C1,,,0.857,0.03660514
C1,,,0.858,0.03950433
C1,,,0.859,0.0394233
C1,,,0.859,0.04386349
C1,,,0.86,0.04408209
C1,,,0.861,0.03630951
C1,,,0.862,0.0302171
C1,,,0.863,0.01767071
C1,,,0.864,0.009012393
C1,,,0.864,-0.003087749
C1,,,0.865,0.000400648
C1,,,0.866,0.01589774
C1,,,0.867,0.007438015
C1,,,0.868,0.006394429
C1,,,0.869,0.008831924
C1,,,0.869,0.01046757
C1,,,0.87,0.009451324
C1,,,0.871,-0.007964529
C1,,,0.872,-0.01102149
C1,,,0.873,0.005338054
C1,,,0.874,0.007824878
C1,,,0.874,-0.001242738
C1,,,0.875,-0.006162908
C1,,,0.876,-0.01402129
C1,,,0.877,-0.01427163
C1,,,0.878,-0.004510409
C1,,,0.879,-0.00959936
C1,,,0.879,-0.005441736
C1,,,0.88,0.0294129
C1,,,0.881,0.04137072
C1,,,0.882,0.02099779
C1,,,0.883,0.01006008
C1,,,0.884,0.02097438
C1,,,0.884,0.01644314
C1,,,0.885,1.44E-05
C1,,,0.886,1.45E-05
C1,,,0.887,0.004311666
C1,,,0.888,0.003049026
C1,,,0.889,0.007514833
C1,,,0.889,0.01382828
C1,,,0.89,0.0111206
C1,,,0.891,0.003527576
C1,,,0.892,-0.002654751
C1,,,0.893,-0.003359322
C1,,,0.894,-0.008551938
C1,,,0.894,-0.01616357
C1,,,0.895,2.01E-05
C1,,,0.896,0.008839859
C1,,,0.897,-0.02109593
C1,,,0.898,-0.03654761
C1,,,0.899,-0.0327413
C1,,,0.899,-0.03381115
C1,,,0.9,-0.02420157
C1,,,0.901,-0.007920004
C1,,,0.902,0.001098986
C1,,,0.903,0.006802185
C1,,,0.904,0.01698994
C1,,,0.904,0.01108053
C1,,,0.905,-0.01474177
C1,,,0.906,-0.03200012
C1,,,0.907,-0.04216638
C1,,,0.908,-0.03835867
C1,,,0.909,-0.0107753
C1,,,0.909,-0.006008456
C1,,,0.91,-0.02379287
C1,,,0.911,-0.02758215
C1,,,0.912,-0.03206078
C1,,,0.913,-0.03723193
C1,,,0.914,-0.03148673
C1,,,0.914,-0.02222531
C1,,,0.915,-0.01346438
C1,,,0.916,-0.02265863
C1,,,0.917,-0.03209138
C1,,,0.918,-0.006788693
C1,,,0.919,0.001484069
C1,,,0.919,-0.01816047
C1,,,0.92,-0.04190898
C1,,,0.921,-0.03839325
C1,,,0.922,-0.02772585
C1,,,0.923,-0.01081816
C1,,,0.924,0.01657661
C1,,,0.924,0.01187216
C1,,,0.925,-0.007338573
C1,,,0.926,-0.01699734
C1,,,0.927,-0.0247026
C1,,,0.928,-0.02137888
C1,,,0.929,-0.01720704
C1,,,0.929,-0.01534046
C1,,,0.93,-0.01074922
C1,,,0.931,-0.02586494
C1,,,0.932,-0.03604571
C1,,,0.933,-0.02232264
C1,,,0.934,0.005725821
C1,,,0.934,0.0327862
C1,,,0.935,0.0269255
C1,,,0.936,0.01403186
C1,,,0.937,0.001867942
C1,,,0.938,-0.02152759
C1,,,0.939,-0.015923
C1,,,0.939,0.007838236
C1,,,0.94,0.01258509
C1,,,0.941,0.0122541
C1,,,0.942,0.002163939
C1,,,0.943,-0.003439298
C1,,,0.944,0.002153134
C1,,,0.944,-0.006314048
C1,,,0.945,-0.02399912
C1,,,0.946,-0.02597047
C1,,,0.947,-0.009036032
C1,,,0.948,-0.006506888
C1,,,0.949,-0.01674932
C1,,,0.949,-0.01599541
C1,,,0.95,-0.009086612
C1,,,0.951,-0.02663073
C1,,,0.952,-0.03505069
C1,,,0.953,-0.009857871
C1,,,0.954,0.006404925
C1,,,0.954,0.003866665
C1,,,0.955,9.81E-05
C1,,,0.956,0.001303989
C1,,,0.957,-0.007016115
C1,,,0.958,-0.01720436
C1,,,0.959,-0.0235417
C1,,,0.959,-0.03036886
C1,,,0.96,-0.02445377
C1,,,0.961,-0.02124635
C1,,,0.962,-0.04000141
C1,,,0.963,-0.04228587
C1,,,0.964,-0.0216505
C1,,,0.964,-0.001276831
C1,,,0.965,0.01663174
C1,,,0.966,0.01470782
C1,,,0.967,0.006112713
C1,,,0.968,0.01188532
C1,,,0.969,-0.005060009
C1,,,0.969,-0.01179957
C1,,,0.97,0.003496661
C1,,,0.971,0.000439963
C1,,,0.972,0.01370228
C1,,,0.973,0.0119262
C1,,,0.974,-0.01720628
C1,,,0.974,0.007884702
C1,,,0.975,-0.007751524
C1,,,0.976,-0.03181724
C1,,,0.977,0.002926447
C1,,,0.978,0.01575464
C1,,,0.978,0.006347868
C1,,,0.979,0.00198556
C1,,,0.98,-0.02349602
C1,,,0.981,-0.05445036
C1,,,0.982,-0.03068914
C1,,,0.983,-0.01387843
C1,,,0.983,-0.02291035
C1,,,0.984,-0.02424543
C1,,,0.985,-0.02272945
C1,,,0.986,-0.020952
C1,,,0.987,0.000606066
C1,,,0.988,0.02389747
C1,,,0.988,0.01191168
C1,,,0.989,0.01048129
C1,,,0.99,0.01940975
C1,,,0.991,0.001768093
C1,,,0.992,-0.0168285
C1,,,0.993,-0.000118645
C1,,,0.993,0.01480983
C1,,,0.994,-0.004590189
C1,,,0.995,-0.006424993
C1,,,0.996,-0.000179531
C1,,,0.997,-0.004777423
C1,,,0.998,-0.02408028
C1,,,0.998,-0.01993032
C1,,,0.999,-0.005904156
C1,,,1,-0.004152922
C1,,,1.001,-0.01406575
C1,,,1.002,-0.02011527
C1,,,1.003,0.001496664
C1,,,1.003,0.02294594
C1,,,1.004,0.03672602
C1,,,1.005,0.02194019
C1,,,1.006,0.005637866
C1,,,1.007,0.00600799
C1,,,1.008,-0.008648137
C1,,,1.008,-0.006023297
C1,,,1.009,-0.01333138
C1,,,1.01,-0.02828213
C1,,,1.011,-0.0111401
C1,,,1.012,0.001357085
C1,,,1.013,0.006710368
C1,,,1.013,0.000824646
C1,,,1.014,-0.02420771
C1,,,1.015,-0.04225465
C1,,,1.016,-0.03383407
C1,,,1.017,-0.0309444
C1,,,1.018,-0.03825881
C1,,,1.018,-0.03087779
C1,,,1.019,-0.02144224
C1,,,1.02,-0.02169359
C1,,,1.021,-0.03156004
C1,,,1.022,-0.02824665
C1,,,1.023,-0.004320782
C1,,,1.023,0.01240299
C1,,,1.024,0.01519721
C1,,,1.025,0.005316379
C1,,,1.026,-0.03017685
C1,,,1.027,-0.03632886
C1,,,1.028,-0.02137366
C1,,,1.028,-0.03069425
C1,,,1.029,-0.02619228
C1,,,1.03,-0.01068913
C1,,,1.031,-0.001714237
C1,,,1.032,-0.00700821
C1,,,1.033,-0.01339608
C1,,,1.033,-0.02165433
C1,,,1.034,0.0030318
C1,,,1.035,0.01577991
C1,,,1.036,-0.01257312
C1,,,1.037,-0.02713463
C1,,,1.038,-0.02714015
C1,,,1.038,-0.01422525
C1,,,1.039,0.006988801
C1,,,1.04,0.03093378
C1,,,1.041,0.02948172
C1,,,1.042,0.01868594
C1,,,1.043,-0.01065761
C1,,,1.043,-0.0383442
C1,,,1.044,-0.03260376
C1,,,1.045,-0.02412722
C1,,,1.046,-0.01028743
C1,,,1.047,-0.004904402
C1,,,1.048,0.00414837
C1,,,1.048,0.008808461
C1,,,1.049,0.009658019
C1,,,1.05,0.006933068
C1,,,1.051,0.000178701
C1,,,1.052,-0.01055466
C1,,,1.053,-0.0033174
C1,,,1.053,0.01800418
C1,,,1.054,-0.000944834
C1,,,1.055,-0.02128965
C1,,,1.056,-0.01736556
C1,,,1.057,0.005099944
C1,,,1.058,0.001542855
C1,,,1.058,-0.01347224
C1,,,1.059,-0.0109222
C1,,,1.06,-0.01960284
C1,,,1.061,-0.007731367
C1,,,1.062,-0.005943029
C1,,,1.063,-0.02380004
C1,,,1.063,-0.02323749
C1,,,1.064,-0.03171048
C1,,,1.065,-0.02088783
C1,,,1.066,0.02170064
C1,,,1.067,0.006939383
C1,,,1.068,-0.03476077
C1,,,1.068,-0.04008437
C1,,,1.069,-0.04745181
C1,,,1.07,-0.04155677
C1,,,1.071,-0.03177005
C1,,,1.072,-0.05788663
C1,,,1.073,-0.08080124
C1,,,1.073,-0.06522907
C1,,,1.074,-0.03914257
C1,,,1.075,-0.02542482
C1,,,1.076,-0.02858185
C1,,,1.077,-0.03927616
C1,,,1.078,-0.03528738
C1,,,1.078,-0.03076057
C1,,,1.079,-0.02017012
C1,,,1.08,0.00308352
C1,,,1.081,0.001243768
C1,,,1.082,-0.03618611
C1,,,1.083,-0.03179644
C1,,,1.083,0.000797522
C1,,,1.084,-0.005687729
C1,,,1.085,-0.004444136
C1,,,1.086,-0.009905439
C1,,,1.087,-0.02235018
C1,,,1.088,-0.03545907
C1,,,1.088,-0.0385187
C1,,,1.089,-0.0045323
C1,,,1.09,0.005008388
C1,,,1.091,-0.0184151
C1,,,1.092,-0.04109142
C1,,,1.093,-0.06450573
C1,,,1.093,-0.06192791
C1,,,1.094,-0.05073272
C1,,,1.095,-0.02101064
C1,,,1.096,0.01322677
C1,,,1.097,-0.01991839
C1,,,1.098,-0.0342447
C1,,,1.098,-0.034245
C1,,,1.099,-0.04665025
C1,,,1.1,-0.03660476
C1,,,1.101,-0.03403115
C1,,,1.102,-0.05189415
C1,,,1.103,-0.04836503
C1,,,1.103,-0.02229942
C1,,,1.104,-0.02831774
C1,,,1.105,-0.04691312
C1,,,1.106,-0.03706961
C1,,,1.107,-0.01988936
C1,,,1.108,-0.009570749
C1,,,1.108,-0.01422047
C1,,,1.109,-0.0359125
C1,,,1.11,-0.05418388
C1,,,1.111,-0.05279537
C1,,,1.112,-0.05314542
C1,,,1.113,-0.04590793
C1,,,1.113,-0.01954443
C1,,,1.114,-0.01174127
C1,,,1.115,-0.02411833
C1,,,1.116,-0.03264614
C1,,,1.117,-0.01740456
C1,,,1.118,-0.02021061
C1,,,1.118,-0.03975744
C1,,,1.119,-0.04826625
C1,,,1.12,-0.05543821
C1,,,1.121,-0.05096399
C1,,,1.122,-0.05630923
C1,,,1.122,-0.0685275
C1,,,1.123,-0.04348111
C1,,,1.124,-0.02644732
C1,,,1.125,-0.0301799
C1,,,1.126,-0.03616677
C1,,,1.127,-0.02965745
C1,,,1.127,-0.003119494
C1,,,1.128,-0.0202006
C1,,,1.129,-0.02991525
C1,,,1.13,-0.01394544
C1,,,1.131,-0.03245575
C1,,,1.132,-0.04497888
C1,,,1.132,-0.02043902
C1,,,1.133,-0.01942918
C1,,,1.134,-0.01079629
C1,,,1.135,0.01561506
C1,,,1.136,-0.006824569
C1,,,1.137,-0.02625873
C1,,,1.137,-0.02319322
C1,,,1.138,-0.02732271
C1,,,1.139,-0.02009013
C1,,,1.14,-0.02495125
C1,,,1.141,0.00461867
C1,,,1.142,0.01611457
C1,,,1.142,-0.00383753
C1,,,1.143,-0.01022723
C1,,,1.144,-0.02659997
C1,,,1.145,-0.01991862
C1,,,1.146,-0.01428953
C1,,,1.147,-0.02097137
C1,,,1.147,-0.008237827
C1,,,1.148,-0.001359614
C1,,,1.149,-0.01814735
C1,,,1.15,-0.04314711
C1,,,1.151,-0.03777493
C1,,,1.152,-0.02037045
C1,,,1.152,-0.03367432
C1,,,1.153,-0.01994911
C1,,,1.154,-0.01836649
C1,,,1.155,-0.03000266
C1,,,1.156,-0.01767376
C1,,,1.157,-0.0428396
C1,,,1.157,-0.06023122
C1,,,1.158,-0.04104649
C1,,,1.159,-0.002252652
C1,,,1.16,0.01432658
C1,,,1.161,-0.02028963
C1,,,1.162,-0.02172653
C1,,,1.162,-0.01219803
C1,,,1.163,-0.02347041
C1,,,1.164,-0.04376796
C1,,,1.165,-0.06868732
C1,,,1.166,-0.06777364
C1,,,1.167,-0.02207155
C1,,,1.167,-0.02153657
C1,,,1.168,-0.05244514
C1,,,1.169,-0.03333076
C1,,,1.17,-0.01530324
C1,,,1.171,-0.02466263
C1,,,1.172,-0.03452879
C1,,,1.172,-0.02955879
C1,,,1.173,-0.02538586
C1,,,1.174,-0.01453203
C1,,,1.175,-0.01942447
C1,,,1.176,-0.04428389
C1,,,1.177,-0.04695752
C1,,,1.177,-0.05465955
C1,,,1.178,-0.05379738
C1,,,1.179,-0.03801532
C1,,,1.18,-0.03645696
C1,,,1.181,-0.0347807
C1,,,1.182,-0.03357754
C1,,,1.182,-0.02447941
C1,,,1.183,-0.03789359
C1,,,1.184,-0.03583758
C1,,,1.185,-0.002223828
C1,,,1.186,0.000248168
C1,,,1.187,-0.03204701
C1,,,1.187,-0.05445776
C1,,,1.188,-0.04874561
C1,,,1.189,-0.03660208
C1,,,1.19,-0.02253027
C1,,,1.191,-0.04017903
C1,,,1.192,-0.04586167
C1,,,1.192,-0.03922844
C1,,,1.193,-0.04250137
C1,,,1.194,-0.05104964
C1,,,1.195,-0.06244804
C1,,,1.196,-0.06598371
C1,,,1.197,-0.07632086
C1,,,1.197,-0.08025726
C1,,,1.198,-0.07258074
C1,,,1.199,-0.04477065
C1,,,1.2,-0.05913576
C1,,,1.201,-0.07766918
C1,,,1.202,-0.04756656
C1,,,1.202,-0.01886274
C1,,,1.203,-0.01987469
C1,,,1.204,-0.03044194
C1,,,1.205,-0.01556509
C1,,,1.206,-0.02735851
C1,,,1.207,-0.07206567
C1,,,1.207,-0.08242819
C1,,,1.208,-0.07503151
C1,,,1.209,-0.06864688
C1,,,1.21,-0.06487734
C1,,,1.211,-0.06822594
C1,,,1.212,-0.07091513
C1,,,1.212,-0.05857601
C1,,,1.213,-0.06819086
C1,,,1.214,-0.08338013
C1,,,1.215,-0.0644166
C1,,,1.216,-0.03095397
C1,,,1.217,-0.01663651
C1,,,1.217,-0.03567885
C1,,,1.218,-0.03856806
C1,,,1.219,-0.0418851
C1,,,1.22,-0.07308408
C1,,,1.221,-0.07601876
C1,,,1.222,-0.07370044
C1,,,1.222,-0.1008977
C1,,,1.223,-0.08114915
C1,,,1.224,-0.0453858
C1,,,1.225,-0.04985316
C1,,,1.226,-0.06292763
C1,,,1.227,-0.05949874
C1,,,1.227,-0.04813809
C1,,,1.228,-0.04672883
C1,,,1.229,-0.06112293
C1,,,1.23,-0.06426268
C1,,,1.231,-0.0405244
C1,,,1.232,-0.04130156
C1,,,1.232,-0.07141221
C1,,,1.233,-0.04789591
C1,,,1.234,-0.03057057
C1,,,1.235,-0.03604619
C1,,,1.236,-0.0343555
C1,,,1.237,-0.03350911
C1,,,1.237,-0.04470023
C1,,,1.238,-0.02404862
C1,,,1.239,-0.02256204
C1,,,1.24,-0.05547298
C1,,,1.241,-0.04739372
C1,,,1.242,-0.04404559
C1,,,1.242,-0.05590159
C1,,,1.243,-0.04617235
C1,,,1.244,-0.03340151
C1,,,1.245,-0.03730473
C1,,,1.246,-0.04231751
C1,,,1.247,-0.04603939
C1,,,1.247,-0.04034062
C1,,,1.248,-0.05013273
C1,,,1.249,-0.06418473
C1,,,1.25,-0.04108691
C1,,,1.251,-0.02201789
C1,,,1.252,-0.01119626
C1,,,1.252,-0.0417884
C1,,,1.253,-0.07697785
C1,,,1.254,-0.04469013
C1,,,1.255,-0.02657416
C1,,,1.256,-0.03259627
C1,,,1.257,-0.02907006
C1,,,1.257,-0.03897038
C1,,,1.258,-0.06524561
C1,,,1.259,-0.08816758
C1,,,1.26,-0.07759868
C1,,,1.261,-0.04648353
C1,,,1.261,-0.04093455
C1,,,1.262,-0.04429028
C1,,,1.263,-0.02802916
C1,,,1.264,-0.02676411
C1,,,1.265,-0.02505895
C1,,,1.266,-0.02814846
C1,,,1.266,-0.051979
C1,,,1.267,-0.06272096
C1,,,1.268,-0.05072672
C1,,,1.269,-0.01896111
C1,,,1.27,-0.001828148
C1,,,1.271,-0.01163878
C1,,,1.271,-0.02895815
C1,,,1.272,-0.04271021
C1,,,1.273,-0.03065093
C1,,,1.274,-0.0152299
C1,,,1.275,-0.01361107
C1,,,1.276,-0.006566517
C1,,,1.276,-0.01101322
C1,,,1.277,-0.02559191
C1,,,1.278,-0.0339623
C1,,,1.279,-0.05359613
C1,,,1.28,-0.07447319
C1,,,1.281,-0.0626506
C1,,,1.281,-0.05368247
C1,,,1.282,-0.02357486
C1,,,1.283,-0.01650728
C1,,,1.284,-0.02619186
C1,,,1.285,-0.04485874
C1,,,1.286,-0.05582622
C1,,,1.286,-0.02518321
C1,,,1.287,-0.01932307
C1,,,1.288,-0.01876758
C1,,,1.289,-0.01750655
C1,,,1.29,-0.01510086
C1,,,1.291,-0.01731589
C1,,,1.291,-0.006338324
C1,,,1.292,0.002865965
C1,,,1.293,-0.03153772
C1,,,1.294,-0.04499163
C1,,,1.295,-0.01633472
C1,,,1.296,-0.02058453
C1,,,1.296,-0.03339154
C1,,,1.297,-0.02486261
C1,,,1.298,-0.02875116
C1,,,1.299,-0.04827219
C1,,,1.3,-0.05014692
C1,,,1.301,-0.03080378
C1,,,1.301,-0.01872643
C1,,,1.302,-0.01349347
C1,,,1.303,-0.02842853
C1,,,1.304,-0.03600918
C1,,,1.305,-0.02932764
C1,,,1.306,-0.03540219
C1,,,1.306,-0.04537426
C1,,,1.307,-0.03259479
C1,,,1.308,-0.0235283
C1,,,1.309,-0.04389265
C1,,,1.31,-0.05478241
C1,,,1.311,-0.07153732
C1,,,1.311,-0.06701172
C1,,,1.312,-0.03420993
C1,,,1.313,-0.01001558
C1,,,1.314,-0.01040537
C1,,,1.315,-0.03029206
C1,,,1.316,-0.0334021
C1,,,1.316,-0.03537078
C1,,,1.317,-0.02102081
C1,,,1.318,-0.009411201
C1,,,1.319,-0.02150548
C1,,,1.32,-0.01362201
C1,,,1.321,-0.02587102
C1,,,1.321,-0.0399911
C1,,,1.322,-0.02281113
C1,,,1.323,-0.03223901
C1,,,1.324,-0.05348771
C1,,,1.325,-0.05584076
C1,,,1.326,-0.04630812
C1,,,1.326,-0.04180119
C1,,,1.327,-0.04393794
C1,,,1.328,-0.0519428
C1,,,1.329,-0.06355131
C1,,,1.33,-0.04782957
C1,,,1.331,-0.02787022
C1,,,1.331,-0.03569438
C1,,,1.332,-0.04445215
C1,,,1.333,-0.03448337
C1,,,1.334,-0.03338057
C1,,,1.335,-0.04019492
C1,,,1.336,-0.0348808
C1,,,1.336,-0.04309935
C1,,,1.337,-0.05312983
C1,,,1.338,-0.04299412
C1,,,1.339,-0.02792605
C1,,,1.34,0.000318369
C1,,,1.341,0.01501632
C1,,,1.341,-0.01286139
C1,,,1.342,-0.03227408
C1,,,1.343,-0.01530574
C1,,,1.344,-0.01440953
C1,,,1.345,-0.02079204
C1,,,1.346,-0.03495253
C1,,,1.346,-0.05132747
C1,,,1.347,-0.04089405
C1,,,1.348,-0.0281226
C1,,,1.349,-0.01692794
C1,,,1.35,-0.01604869
C1,,,1.351,-0.03301225
C1,,,1.351,-0.04748483
C1,,,1.352,-0.03899935
C1,,,1.353,-0.02739318
C1,,,1.354,-0.03575086
C1,,,1.355,-0.0473315
C1,,,1.356,-0.05061079
C1,,,1.356,-0.04072707
C1,,,1.357,-0.02660806
C1,,,1.358,-0.01357831
C1,,,1.359,-0.01386562
C1,,,1.36,-0.03016767
C1,,,1.361,-0.05117148
C1,,,1.361,-0.06294033
C1,,,1.362,-0.05058779
C1,,,1.363,-0.05723839
C1,,,1.364,-0.07421426
C1,,,1.365,-0.07011153
C1,,,1.366,-0.06773577
C1,,,1.366,-0.06237956
C1,,,1.367,-0.07087103
C1,,,1.368,-0.09016657
C1,,,1.369,-0.08902771
C1,,,1.37,-0.06805977
C1,,,1.371,-0.05347852
C1,,,1.371,-0.06081336
C1,,,1.372,-0.07312163
C1,,,1.373,-0.08202939
C1,,,1.374,-0.07734162
C1,,,1.375,-0.07218689
C1,,,1.376,-0.06789223
C1,,,1.376,-0.04357579
C1,,,1.377,-0.02993187
C1,,,1.378,-0.04379329
C1,,,1.379,-0.0421662
C1,,,1.38,-0.02464488
C1,,,1.381,-0.03992093
C1,,,1.381,-0.05323634
C1,,,1.382,-0.05162273
C1,,,1.383,-0.06563916
C1,,,1.384,-0.06410895
C1,,,1.385,-0.03668959
C1,,,1.386,-0.02568308
C1,,,1.386,-0.02316991
C1,,,1.387,-0.03459341
C1,,,1.388,-0.05597984
C1,,,1.389,-0.04917977
C1,,,1.39,-0.04931775
C1,,,1.391,-0.05237909
C1,,,1.391,-0.03777516
C1,,,1.392,-0.02036408
C1,,,1.393,-0.03025576
C1,,,1.394,-0.05801091
C1,,,1.395,-0.05821163
C1,,,1.396,-0.03977263
C1,,,1.396,-0.03357868
C1,,,1.397,-0.03773687
C1,,,1.398,-0.05561571
C1,,,1.399,-0.07700797
C1,,,1.4,-0.07142609
C1,,,1.401,-0.04899637
C1,,,1.401,-0.02874007
C1,,,1.402,-0.02399956
C1,,,1.403,-0.02030308
C1,,,1.404,-0.004106919
C1,,,1.405,-0.01465153
C1,,,1.405,-0.03764755
C1,,,1.406,-0.04233485
C1,,,1.407,-0.03989005
C1,,,1.408,-0.02467949
C1,,,1.409,0.004832453
C1,,,1.41,0.02287046
C1,,,1.41,-0.00189926
C1,,,1.411,-0.04039795
C1,,,1.412,-0.0529608
C1,,,1.413,-0.05479647
C1,,,1.414,-0.06454903
C1,,,1.415,-0.06644168
C1,,,1.415,-0.05959872
C1,,,1.416,-0.05293879
C1,,,1.417,-0.04422637
C1,,,1.418,-0.04699936
C1,,,1.419,-0.06434935
C1,,,1.42,-0.0856168
C1,,,1.42,-0.08478041
C1,,,1.421,-0.07658105
C1,,,1.422,-0.05970783
C1,,,1.423,-0.03260007
C1,,,1.424,-0.03417117
C1,,,1.425,-0.04437843
C1,,,1.425,-0.0444659
C1,,,1.426,-0.06700157
C1,,,1.427,-0.08751207
C1,,,1.428,-0.05473319
C1,,,1.429,-0.03228472
C1,,,1.43,-0.0330895
C1,,,1.43,-0.03424131
C1,,,1.431,-0.03956712
C1,,,1.432,-0.03829329
C1,,,1.433,-0.04326312
C1,,,1.434,-0.04989802
C1,,,1.435,-0.03573344
C1,,,1.435,-0.02694037
C1,,,1.436,-0.0360526
C1,,,1.437,-0.04571204
C1,,,1.438,-0.04446644
C1,,,1.439,-0.02613886
C1,,,1.44,-0.0222286
C1,,,1.44,-0.02033439
C1,,,1.441,-0.02963668
C1,,,1.442,-0.04761858
C1,,,1.443,-0.04278262
C1,,,1.444,-0.04520926
C1,,,1.445,-0.04164951
C1,,,1.445,-0.0333452
C1,,,1.446,-0.01972514
C1,,,1.447,-0.01636788
C1,,,1.448,-0.03254232
C1,,,1.449,-0.0409123
C1,,,1.45,-0.03263019
C1,,,1.45,-0.03638409
C1,,,1.451,-0.06107395
C1,,,1.452,-0.07462147
C1,,,1.453,-0.06169051
C1,,,1.454,-0.05991587
C1,,,1.455,-0.06880078
C1,,,1.455,-0.05967797
C1,,,1.456,-0.04412426
C1,,,1.457,-0.03057327
C1,,,1.458,-0.001737469
C1,,,1.459,0.01374122
C1,,,1.46,-0.006597227
C1,,,1.46,-0.02373798
C1,,,1.461,-0.04336287
C1,,,1.462,-0.07471707
C1,,,1.463,-0.07715651
C1,,,1.464,-0.05590282
C1,,,1.465,-0.02971922
C1,,,1.465,-0.009625359
C1,,,1.466,-0.03235428
C1,,,1.467,-0.06595156
C1,,,1.468,-0.05712338
C1,,,1.469,-0.02660079
C1,,,1.47,-0.008327846
C1,,,1.47,0.000681359
C1,,,1.471,-0.000863652
C1,,,1.472,-0.02551705
C1,,,1.473,-0.03659917
C1,,,1.474,-0.02297854
C1,,,1.475,-0.02377947
C1,,,1.475,-0.03521588
C1,,,1.476,-0.04414715
C1,,,1.477,-0.04965653
C1,,,1.478,-0.03711049
C1,,,1.479,-0.01994549
C1,,,1.48,-0.0253869
C1,,,1.48,-0.02563346
C1,,,1.481,-0.02761791
C1,,,1.482,-0.04277592
C1,,,1.483,-0.03386587
C1,,,1.484,-0.02945874
C1,,,1.485,-0.03734624
C1,,,1.485,-0.03798001
C1,,,1.486,-0.04341618
C1,,,1.487,-0.04280964
C1,,,1.488,-0.04171461
C1,,,1.489,-0.05027421
C1,,,1.49,-0.04756812
